tic_id,time,flux,flux_err
1637295,2036.0,0.9956580153615859,0.0019944230652885054
1637295,2036.00101010101,0.9974790950159266,0.0019944230652885054
1637295,2036.0020202020203,0.9966895547326342,0.0019944230652885054
1637295,2036.0030303030303,0.9956826656710782,0.0019944230652885054
1637295,2036.0040404040403,0.997306299389634,0.0019944230652885054
1637295,2036.0050505050506,0.99888507563141,0.0019944230652885054
1637295,2036.0060606060606,0.9965239411718234,0.0019944230652885054
1637295,2036.0070707070706,0.9969770808117487,0.0019944230652885054
1637295,2036.0080808080809,0.9987003504726225,0.0019944230652885054
1637295,2036.009090909091,0.9954662907322018,0.0019944230652885054
1637295,2036.0111111111112,1.000537559341816,0.0019944230652885054
1637295,2036.0121212121212,0.996447190455108,0.0019944230652885054
1637295,2036.0131313131312,0.9977573087558995,0.0019944230652885054
1637295,2036.0141414141415,0.9960166925809385,0.0019944230652885054
1637295,2036.0151515151515,0.9968851747195677,0.0019944230652885054
1637295,2036.0161616161615,0.999115145186671,0.0019944230652885054
1637295,2036.0171717171718,0.9949815621771494,0.0019944230652885054
1637295,2036.0181818181818,0.9981876240351838,0.0019944230652885054
1637295,2036.0191919191918,1.0000205723570577,0.0019944230652885054
1637295,2036.021212121212,0.9969725159396206,0.0019944230652885054
1637295,2036.0222222222221,1.0016125562955247,0.0019944230652885054
1637295,2036.0232323232324,0.9988795977848562,0.0019944230652885054
1637295,2036.0242424242424,0.9983950518246889,0.0019944230652885054
1637295,2036.0252525252524,1.0010528421076466,0.0019944230652885054
1637295,2036.0262626262627,1.0012125517671715,0.0019944230652885054
1637295,2036.0272727272727,0.9984859232125208,0.0019944230652885054
1637295,2036.0282828282827,0.9977713685620543,0.0019944230652885054
1637295,2036.029292929293,0.9972599202888115,0.0019944230652885054
1637295,2036.031313131313,0.9991100325298874,0.0019944230652885054
1637295,2036.0323232323233,1.0010505292391016,0.0019944230652885054
1637295,2036.0333333333333,1.0009403636584078,0.0019944230652885054
1637295,2036.0343434343433,1.0013543671279541,0.0019944230652885054
1637295,2036.0353535353536,0.997290170174781,0.0019944230652885054
1637295,2036.0363636363636,1.0033555462039923,0.0019944230652885054
1637295,2036.0373737373736,0.9981308370259091,0.0019944230652885054
1637295,2036.0383838383839,1.0011659292065023,0.0019944230652885054
1637295,2036.039393939394,0.9962877242554298,0.0019944230652885054
1637295,2036.040404040404,0.9984942617122751,0.0019944230652885054
1637295,2036.0414141414142,0.9998805829451265,0.0019944230652885054
1637295,2036.0424242424242,1.0019902842478923,0.0019944230652885054
1637295,2036.0434343434342,1.001467393361848,0.0019944230652885054
1637295,2036.0444444444445,0.9984386311372727,0.0019944230652885054
1637295,2036.0454545454545,0.9984797758513883,0.0019944230652885054
1637295,2036.0464646464645,0.9994279910898565,0.0019944230652885054
1637295,2036.0474747474748,0.9972361829537449,0.0019944230652885054
1637295,2036.0484848484848,1.0053816799143314,0.0019944230652885054
1637295,2036.0494949494948,0.9990012059783513,0.0019944230652885054
1637295,2036.050505050505,1.0018039157351386,0.0019944230652885054
1637295,2036.051515151515,0.9984927400882323,0.0019944230652885054
1637295,2036.0525252525251,1.001128314660166,0.0019944230652885054
1637295,2036.0535353535354,1.0028567578427852,0.0019944230652885054
1637295,2036.0545454545454,1.0,0.0019944230652885054
1637295,2036.0555555555554,0.9982029011405729,0.0019944230652885054
1637295,2036.0565656565657,0.9989301765680366,0.0019944230652885054
1637295,2036.0575757575757,0.9979423991044573,0.0019944230652885054
1637295,2036.0585858585857,1.0045197711915668,0.0019944230652885054
1637295,2036.059595959596,0.9970002094971983,0.0019944230652885054
1637295,2036.060606060606,1.0030699678036525,0.0019944230652885054
1637295,2036.061616161616,0.9995408955938272,0.0019944230652885054
1637295,2036.0626262626263,1.0054421796862703,0.0019944230652885054
1637295,2036.0636363636363,1.0031652823336892,0.0019944230652885054
1637295,2036.0646464646463,1.0028678352658162,0.0019944230652885054
1637295,2036.0656565656566,1.0037946260377628,0.0019944230652885054
1637295,2036.0666666666666,0.9989584179102697,0.0019944230652885054
1637295,2036.0676767676766,0.9992699856492593,0.0019944230652885054
1637295,2036.0686868686869,0.9996521567438317,0.0019944230652885054
1637295,2036.069696969697,1.003985255097836,0.0019944230652885054
1637295,2036.070707070707,1.000882359349899,0.0019944230652885054
1637295,2036.0717171717172,0.9995086980290829,0.0019944230652885054
1637295,2036.0727272727272,1.002223944835894,0.0019944230652885054
1637295,2036.0737373737372,1.0032409983460555,0.0019944230652885054
1637295,2036.0747474747475,0.9977337540157181,0.0019944230652885054
1637295,2036.0757575757575,1.000436036585685,0.0019944230652885054
1637295,2036.0767676767675,1.0026578511479192,0.0019944230652885054
1637295,2036.0777777777778,0.9980680243854252,0.0019944230652885054
1637295,2036.0787878787878,1.0018706237331718,0.0019944230652885054
1637295,2036.0797979797978,1.0013009885565352,0.0019944230652885054
1637295,2036.080808080808,0.9959947203297614,0.0019944230652885054
1637295,2036.081818181818,0.9985852548300304,0.0019944230652885054
1637295,2036.0828282828281,1.0030944963832213,0.0019944230652885054
1637295,2036.0838383838384,1.0018926568493107,0.0019944230652885054
